;COMMUNE;MEN_REL;WOMEN_REL;ILTUU_1_REL;ILTUU_2_REL;ILTUU_3_REL;ILTUU_4_REL;ILTUU_5_REL;ILTUU_Z_REL;TRANS_1_REL;TRANS_2_REL;TRANS_3_REL;TRANS_4_REL;TRANS_5_REL;TRANS_6_REL;TRANS_Z_REL;VOIT_0_REL;VOIT_1_REL;VOIT_2_REL;VOIT_3_REL;VOIT_X_REL;VOIT_Z_REL;NA5_AZ_REL;NA5_BE_REL;NA5_FZ_REL;NA5_GU_REL;NA5_OQ_REL;NA5_ZZ_REL;POIDS_VILLE;NB_HABITANTS;INDICE_DENSITE
0;27421;171.0625;130.8125;20.125;281.75;0;0;0;0;0;0;0;0;281.75;281.75;0;0;40.25;191.1875;70.4375;0;0;0;50.3125;20.125;171.0625;60.375;0;301.875;644;3
1;27422;170.1949565141385;170.1949565141385;40.04587212097376;300.3440409073033;0;0;0;0;5.00573401512172;5.00573401512172;0;0;325.3727109829118;325.3727109829118;0;0;60.06880818146063;245.28096674096432;35.040138105852044;0;0;5.00573401512172;105.12041431755611;15.01720204536516;130.1490843931647;85.09747825706924;0;340.389913028277;877;3
2;27423;188.73339311127725;173.52797909417203;66.24305492715587;296.0183172782935;0;0;0;0;15.31129227301518;0;0;15.205414017105262;326.64090182432386;326.64090182432386;0;0;96.97151772909615;188.83927136718717;71.45269727407084;0;4.99788583509514;10.20752818201012;35.72634863703542;30.622584546030364;183.6296290202722;102.07528182010121;0;362.2613722054493;788;3
3;27424;69.98750928631476;69.65422176969471;25.023527751264773;114.61820330474472;0;0;0;0;14.96486378060452;4.90486405742285;5.1537999132374;5.0694482524319;109.54875505231283;109.54875505231283;0;0;30.1718727853788;94.67365299005785;14.79620528057285;0;0;10.14027707896455;34.41835524118613;4.98647716572715;60.3382910614555;29.758330508676174;0;139.64173105600946;326;3
4;27425;513.3902876001887;420.16155829868705;230.50992837378976;703.0419175250859;0;0;0;0;50.93017230294458;40.0;0;0;833.6112839855414;833.6112839855414;0;0;223.14460112677938;602.1097878835504;108.297456888546;0;0;27.031168831168827;252.93979731306464;80.08788497897409;305.6392829759166;267.8537117997514;0;933.5518458988757;2396;3
5;27426;272.6742105254406;247.2615083062937;75.67287336925735;444.262845462477;0;0;0;0;35.276360826272914;0;5.03232317034161;0;424.0328871578839;424.0328871578839;0;0;141.2569880261071;317.98966799353303;60.68906281209412;0;0;5.03232317034161;111.1001229069089;20.17948475355584;232.3655896488312;151.25819835209677;0;519.9357188317343;1306;3
6;27427;60.0;90.0;20.0;130.0;0;0;0;0;0;5.0;5.0;0;125.0;125.0;0;5.0;45.0;70.0;30.0;0;0;0;25.0;10.0;75.0;40.0;0;150.0;422;4
7;27428;772.89692345061;752.5279108437755;0;0;644.1750439641746;9.9016830374181;871.3481072927927;0;54.45925670579955;158.4269285986896;44.55757366838145;25.31985412554332;1232.7595381585536;1232.7595381585536;0;84.16430581805386;594.100982245086;673.3144465444309;163.37777011739865;0;10.467329569416169;69.3117812619267;366.36227238446975;69.3117812619267;643.6588725867555;376.780126799307;0;1525.4248342943856;4204;3
8;27429;40.6741573033708;30.5056179775281;5.08426966292135;66.09550561797755;0;0;0;0;5.08426966292135;0;0;0;40.6741573033708;40.6741573033708;0;0;30.5056179775281;25.42134831460675;15.252808988764048;0;0;0;15.252808988764048;0;40.6741573033708;15.252808988764048;0;71.1797752808989;181;4
9;27430;70.0;85.0;35.0;120.0;0;0;0;0;15.0;5.0;0;0;135.0;135.0;0;0;30.0;90.0;35.0;0;0;10.0;10.0;10.0;80.0;45.0;0;155.0;331;4
