;COMMUNE;MEN_REL;WOMEN_REL;ILTUU_1_REL;ILTUU_2_REL;ILTUU_3_REL;ILTUU_4_REL;ILTUU_5_REL;ILTUU_Z_REL;TRANS_1_REL;TRANS_2_REL;TRANS_3_REL;TRANS_4_REL;TRANS_5_REL;TRANS_6_REL;TRANS_Z_REL;VOIT_0_REL;VOIT_1_REL;VOIT_2_REL;VOIT_3_REL;VOIT_X_REL;VOIT_Z_REL;NA5_AZ_REL;NA5_BE_REL;NA5_FZ_REL;NA5_GU_REL;NA5_OQ_REL;NA5_ZZ_REL;POIDS_VILLE;NB_HABITANTS;INDICE_DENSITE
34;1038;168.1286857928198;182.86405703343397;44.75923832676715;306.2335044994866;0;0;0;0;10.2360650761975;0;0;0;335.69676498331194;335.69676498331194;0;0;80.09063580418498;182.51777682628673;88.38433019578204;0;0;20.13118399002627;64.21340554715711;29.907511619386188;117.76696615001735;118.97367551966683;0;350.9927428262538;753;3
35;1039;80.0;55.0;30.0;105.0;0;0;0;0;0;0;0;5.0;115.0;115.0;0;0;50.0;85.0;0;0;0;5.0;25.0;0;55.0;50.0;0;135.0;443;3
36;1040;122.75591108794609;86.95210368729515;20.45931851465768;189.2486962605835;0;0;0;0;5.11482962866442;0;0;0;199.47835551791232;199.47835551791232;0;0;25.574148143322102;138.10039997393935;46.03346665797979;0;0;10.22965925732884;51.14829628664421;20.45931851465768;76.72244442996633;51.14829628664421;0;209.70801477524122;491;3
37;1041;205.0;195.0;20.0;380.0;0;0;0;0;5.0;5.0;0;5.0;350.0;350.0;0;0;80.0;190.0;130.0;0;0;0;70.0;30.0;180.0;120.0;0;400.0;745;2
38;1042;96.7210144927537;81.44927536231889;40.72463768115944;137.44565217391315;0;0;0;0;10.18115942028986;0;0;0;162.89855072463777;162.89855072463777;0;0;40.72463768115944;91.63043478260876;45.81521739130437;0;0;10.18115942028986;50.9057971014493;5.09057971014493;55.99637681159423;55.99637681159423;0;178.17028985507258;281;3
39;1043;1049.272777249498;1059.0498613284522;0;0;389.13925137184987;916.201275381824;802.9821118242764;0;68.96138631906202;34.48069315953101;19.70325323401772;34.48069315953101;1625.5929343445164;1625.5929343445164;0;39.40650646803544;536.9136506269828;1162.4919408070455;364.5101848293278;0;5.00035584655893;14.777439925513288;389.13925137184987;113.36824863365639;999.9401016263992;591.0975970205316;0;2108.32263857795;4684;2
40;1044;175.0;115.0;20.0;270.0;0;0;0;0;5.0;5.0;0;5.0;245.0;245.0;0;5.0;75.0;160.0;50.0;0;0;0;55.0;20.0;140.0;75.0;0;290.0;632;3
41;1045;75.0;65.0;5.0;135.0;0;0;0;0;0;0;0;0;135.0;135.0;0;0;25.0;105.0;10.0;0;0;10.0;10.0;30.0;50.0;40.0;0;140.0;281;4
42;1046;242.2871103078857;217.0091475081981;65.71218432800768;393.58407348807617;0;0;0;0;10.162734589108979;0;0;5.03203022927461;433.9980091559165;433.9980091559165;0;0;50.734980009271275;322.9376124741388;85.62366533267372;0;0;25.27849851129404;75.46101004969233;25.23892099833006;201.8538060730491;131.4640221837183;0;459.2962578160838;884;3
43;1047;357.7698975571317;258.62884160756516;64.65721040189129;551.7415287628056;0;0;0;0;21.552403467297097;8.62096138691884;4.31048069345942;8.62096138691884;534.499605988968;534.499605988968;0;0;81.89913317572899;387.94326241134763;146.55634357762028;0;0;4.31048069345942;129.3144208037826;43.104806934594194;293.1126871552404;146.55634357762028;0;616.3987391646968;1094;3
44;1049;745.6113390960172;721.4031787357569;0;0;183.98201873797822;769.8194994562774;513.2129996375182;0;43.57468864846854;38.73305657641648;33.89142450436442;4.84163207205206;1205.5663859409628;1205.5663859409628;0;4.84163207205206;266.2897639628633;924.7517257619432;271.1313960349154;0;0;4.84163207205206;261.4481318908112;82.30774522488502;711.7199145916527;406.69709405237296;0;1467.0145178317741;3230;2
45;1050;106.47077487171101;83.02130708204626;37.28635230333916;152.20572965041816;0;0;0;0;9.6125832759904;0;0;0;179.8794986777669;179.8794986777669;0;0;36.89835870313168;124.5319606230694;23.0614741894573;0;5.00028843809894;4.61229483789146;27.67376902734876;23.0614741894573;92.63389035803665;41.51065354102314;0;189.4920819537573;351;3
46;1051;20.4494382022472;15.3370786516854;0;35.786516853932596;0;0;0;0;0;0;0;0;35.786516853932596;35.786516853932596;0;0;15.3370786516854;20.4494382022472;0;0;0;0;15.3370786516854;10.2247191011236;5.1123595505618;5.1123595505618;0;35.7865168539326;91;4
47;1052;75.0;70.0;35.0;110.0;0;0;0;0;10.0;0;0;0;110.0;110.0;0;0;30.0;100.0;15.0;0;0;15.0;20.0;15.0;65.0;30.0;0;145.0;328;4
48;1053;7339.725875956422;7325.97587203212;0;0;9755.797019287606;1661.2263381634602;3248.6783905374764;0;498.0707741330079;2010.9788927411469;658.359413781103;125.4103557350045;10093.462391529327;10093.462391529327;0;1341.441803553875;7475.85556242372;4885.299141501564;819.1055017349414;0;143.99973877444245;56.47681267909131;1810.2502166988097;769.3355870579742;6707.7681983658695;5321.870933186796;0;14665.701747988542;41248;2
49;1054;350.0;380.0;0;0;90.0;35.0;605.0;0;30.0;20.0;5.0;5.0;585.0;585.0;0;0;135.0;500.0;95.0;0;0;10.0;140.0;60.0;300.0;220.0;0;730.0;1407;3
50;1056;80.0;70.0;25.0;125.0;0;0;0;0;5.0;0;0;5.0;135.0;135.0;0;0;50.0;60.0;40.0;0;0;5.0;15.0;25.0;65.0;40.0;0;150.0;346;4
51;1057;116.95025530346912;127.13660051587108;40.359951571300996;203.7269042480392;0;0;0;0;20.37269042480392;0;5.09317260620098;0;218.62099278833534;218.62099278833534;0;0;40.74538084960784;142.60883297362744;40.74538084960784;0;19.98726114649708;0;30.55903563720588;20.37269042480392;121.85071327051668;71.30441648681372;0;244.0868558193402;523;3
52;1058;173.35553650692702;173.35553650692702;127.33611054994465;219.37496246390936;0;0;0;0;20.40697325245668;15.30522993934251;0;0;310.99886982205487;310.99886982205487;0;0;86.72963632294089;193.86624589833855;56.11917644425587;0;9.99601434831874;10.20348662622834;91.83137963605506;56.11917644425587;106.92913729748797;81.62789300982672;0;346.71107301385405;836;3
53;1060;122.98611665421245;92.79563781926592;49.012832982969286;166.76892149050911;0;0;0;0;9.645517487975109;19.39569133897018;0;0;181.6311183070718;181.6311183070718;0;0;64.4456473193087;142.02816458506072;9.30794256910896;0;0;10.1009735428819;57.967256189020674;30.0725976989059;49.2325267657948;68.40840027687513;0;215.78175447347837;500;3
54;1061;259.9514563106798;270.14563106796135;0;0;61.16504854368936;183.49514563106814;285.4368932038837;0;20.38834951456312;5.09708737864078;0;5.09708737864078;489.3203883495149;489.3203883495149;0;0;86.65048543689326;321.11650485436905;122.33009708737873;0;0;0;81.55339805825248;45.87378640776702;158.00970873786426;244.66019417475744;0;530.0970873786412;1155;3
55;1062;225.0;200.0;40.0;385.0;0;0;0;0;10.0;10.0;0;0;365.0;365.0;0;0;70.0;270.0;85.0;0;0;5.0;50.0;20.0;180.0;170.0;0;425.0;931;2
56;1063;127.15922350434596;76.75589468181369;0;0;40.12237028257008;34.61898839481033;129.17375950877926;0;10.63693725927904;10.26019151388928;0;9.5269585695342;173.49103084345714;173.49103084345714;0;0;51.677962223972905;131.53877890543728;20.698377056749493;0;0;0;70.88935593645104;20.89738768230506;81.53963251300523;30.58874205439831;0;203.91511818615965;531;2
57;1064;262.39688359303375;243.31347387717676;162.2089825847845;343.501374885426;0;0;0;0;19.083409715857;52.479376718606744;0;4.77085242896425;429.37671860678245;429.37671860678245;0;0;100.18790100824924;286.25114573785504;119.27131072410626;0;0;14.312557286892751;133.583868010999;28.625114573785503;248.084326306141;81.10449129239225;0;505.7103574702105;1045;3
58;1065;436.35761589403984;406.6059602649008;0;0;104.13079470198682;14.87582781456954;723.9569536423843;0;29.75165562913908;0;9.91721854304636;9.91721854304636;788.4188741721857;788.4188741721857;0;0;218.17880794701995;505.7781456953644;119.00662251655632;0;0;14.87582781456954;84.29635761589407;59.50331125827816;411.56456953642396;272.72350993377495;0;842.9635761589407;1797;3
59;1066;32.640449438202275;9.32584269662922;0;41.96629213483149;0;0;0;0;4.66292134831461;0;0;0;37.30337078651688;37.30337078651688;0;0;18.65168539325844;9.32584269662922;13.98876404494383;0;0;0;4.66292134831461;9.32584269662922;23.31460674157305;4.66292134831461;0;41.96629213483149;83;4
60;1067;69.7254901960785;74.70588235294125;4.98039215686275;139.45098039215702;0;0;0;0;0;4.98039215686275;0;9.9607843137255;124.50980392156875;124.50980392156875;0;4.98039215686275;24.901960784313747;89.64705882352949;24.901960784313747;0;0;0;44.823529411764746;0;54.78431372549024;44.823529411764746;0;144.43137254901973;254;4
61;1068;166.8384401132859;151.67130919389624;60.668523677558525;257.8412256296237;0;0;0;0;5.05571030646321;20.22284122585284;10.11142061292642;0;283.1197771619398;283.1197771619398;0;5.05571030646321;70.77994429048495;171.8941504197491;70.77994429048495;0;0;10.11142061292642;35.389972145242474;40.44568245170568;156.72701950035943;75.83565459694816;0;318.5097493071821;779;3
62;1069;380.0;405.0;0;0;80.0;35.0;670.0;0;30.0;15.0;10.0;15.0;690.0;690.0;0;5.0;220.0;410.0;150.0;0;0;5.0;125.0;45.0;380.0;230.0;0;785.0;1502;3
63;1071;1254.5306206000616;1207.007868761276;0;0;295.0200659523942;185.19206486131247;1981.326358547631;0;45.37172897403434;89.88273142531828;15.420017538549379;54.41389345354928;2085.89905796292;2085.89905796292;0;20.58994498574909;672.1305659892871;1377.0232453988706;391.79473298743073;0;0;0;204.5396947129622;140.05476759553292;1515.4170112346226;601.5270158182199;0;2461.5384893613377;4843;2
64;1072;625.0;715.0;0;0;260.0;5.0;1075.0;0;35.0;35.0;15.0;5.0;1205.0;1205.0;0;15.0;355.0;785.0;165.0;0;20.0;10.0;125.0;70.0;560.0;575.0;0;1340.0;3177;3
65;1073;240.0;200.0;85.0;355.0;0;0;0;0;35.0;0;0;0;370.0;370.0;0;0;95.0;285.0;60.0;0;0;15.0;110.0;65.0;145.0;105.0;0;440.0;1003;3
66;1074;584.6901260161172;537.1289409313537;0;0;254.1936784663742;0;867.6253884810967;0;47.52252906871384;42.85796463986118;5.19599685227836;5.34705277376516;941.4385486308795;941.4385486308795;0;21.542544807322038;362.67680629788686;659.0449016105696;78.55481423169242;0;0;42.93075590238268;142.11214663609877;94.66358405483737;494.46276044182576;347.6498199123263;0;1121.819066947471;2529;3
67;1075;383.57748355953544;393.1394273821185;150.46076850426763;626.2561424373866;0;0;0;0;53.5345074856583;14.560719532671058;14.560719532671058;4.85357317755702;669.7930985028686;669.7930985028686;0;9.70714635511404;242.678658877851;373.7251346718904;145.6071953267106;0;4.99877571008811;33.97501224289914;189.4345564572549;53.38930495312721;334.89654925143424;165.02148803693868;0;776.716910941654;1361;3
68;1076;14.653846153846139;29.307692307692278;0;43.96153846153842;0;0;0;0;0;0;0;0;43.96153846153842;43.96153846153842;0;0;19.53846153846152;19.53846153846152;4.88461538461538;0;0;0;4.88461538461538;0;9.76923076923076;29.307692307692278;0;43.96153846153842;127;4
69;1077;44.7668393782383;49.740932642487;14.9222797927461;79.5854922279792;0;0;0;0;9.9481865284974;0;0;4.9740932642487;79.5854922279792;79.5854922279792;0;4.9740932642487;34.8186528497409;34.8186528497409;19.8963730569948;0;0;14.9222797927461;9.9481865284974;4.9740932642487;39.7927461139896;24.8704663212435;0;94.5077720207253;192;4
70;1078;403.3143691150105;331.2939460587586;57.61633844500152;676.9919767287677;0;0;0;0;4.80136153708346;9.60272307416692;33.60953075958422;33.60953075958422;523.3484075420971;523.3484075420971;0;4.80136153708346;216.06126916875573;369.70483835542626;144.04084611250383;0;0;9.60272307416692;115.23267689000305;43.21225383375114;379.30756142959314;187.253099946255;0;734.6083151737691;1518;2
71;1079;151.09113199836509;125.90927666530426;90.65467919901907;186.34572946465025;0;0;0;0;15.10911319983651;35.25459746628519;0;5.03637106661217;216.56395586432328;216.56395586432328;0;5.03637106661217;105.7637923988556;130.94564773191644;35.25459746628519;0;0;25.18185533306085;10.07274213322434;15.10911319983651;110.80016346546778;115.83653453207995;0;277.00040866366936;816;3
72;1080;133.14225900208768;128.7004915655281;39.81636196458549;222.02638860303028;0;0;0;0;9.93761365390425;5.0637118575538;5.0637118575538;0;241.77771319860398;241.77771319860398;0;5.0637118575538;60.510399275466185;142.38969867832327;53.87894075627251;0;0;24.629172507596568;39.31443353030633;19.69327984483957;39.37796928410118;138.82789540077212;0;261.8427505676158;643;3
73;1081;164.32653061224477;129.46938775510193;79.67346938775503;214.1224489795917;0;0;0;0;9.95918367346938;49.7959183673469;0;0;204.1632653061223;204.1632653061223;0;14.938775510204069;89.6326530612244;169.30612244897947;19.91836734693876;0;0;9.95918367346938;69.71428571428565;14.938775510204069;129.46938775510193;69.71428571428565;0;293.7959183673467;732;3
74;1082;145.5916568601216;110.25081483252139;45.100010964557825;210.7424607280851;0;0;0;0;4.98874719085113;35.09390195358792;0;0;205.6668811056674;205.6668811056674;0;4.96029575432053;39.96769729960205;105.71158932479204;50.20288934558983;0;54.99999996833847;15.023470831088709;40.03488775175123;45.040996765599466;75.20500535883501;80.53811098536852;0;255.84247169264296;627;3
75;1083;270.30225165831604;224.25549540663502;81.20100601776187;413.35674104718925;0;0;0;0;19.87477180581718;15.050793661931209;0;10.21905234035711;429.10346861960437;429.10346861960437;0;5.39912042081049;128.2106605558019;305.16089322114317;55.7870728671955;0;0;26.26860950116174;65.01545415735788;76.6606081718861;220.0029425863248;106.61013264822057;0;494.55774706495106;912;3
76;1084;245.03800217155268;197.9153094462541;47.1226927252986;395.8306188925082;0;0;0;0;18.84907709011944;14.136807817589581;0;4.71226927252986;376.9815418023888;376.9815418023888;0;0;84.8208469055375;259.17480998914226;98.95765472312709;0;0;9.42453854505972;65.97176981541804;51.83496199782846;197.9153094462541;117.80673181324651;0;442.9533116178068;868;3
77;1085;96.69750996515032;81.48818370838578;20.517971253512783;157.66772242002332;0;0;0;0;10.348756406150741;0;0;0;157.62342446689647;157.62342446689647;0;0;35.41369746995804;117.52673829691823;25.24525790665984;0;0;10.30406911493769;30.59624044833982;10.12452755614899;96.60813877483278;30.552717779276808;0;178.1856936735361;394;3
78;1087;59.15026001299144;69.05509864670553;24.622549955246612;103.58280870445036;0;0;0;0;14.71672268359628;4.89219029995537;0;0;108.59644567614532;108.59644567614532;0;0;10.02727394338992;98.36775373682511;19.81033097948194;0;0;0;39.45939574676376;0;39.29911546786997;49.44684744506323;0;128.20535865969697;281;4
79;1088;280.0;215.0;60.0;435.0;0;0;0;0;40.0;0;0;0;420.0;420.0;0;0;35.0;310.0;150.0;0;0;15.0;105.0;20.0;210.0;145.0;0;495.0;904;3
80;1089;501.74212161562383;477.3857079449626;170.4948956946295;808.6329338659569;0;0;0;0;58.45539280958725;14.613848202396811;14.613848202396811;4.87128273413227;789.1478029294279;789.1478029294279;0;24.356413670661354;214.33644030181995;545.5836662228144;194.85130936529083;0;0;0;155.88104749223265;87.68308921438086;491.9995561473593;243.56413670661357;0;979.1278295605864;2195;3
81;1090;58.651685393258404;73.314606741573;39.1011235955056;92.86516853932578;0;0;0;0;4.8876404494382;0;0;4.8876404494382;122.19101123595499;122.19101123595499;0;0;63.539325842696606;58.651685393258404;9.7752808988764;0;0;0;9.7752808988764;14.6629213483146;78.2022471910112;29.325842696629202;0;131.9662921348314;348;4
82;1092;337.88029925187;352.7867830423936;0;0;109.31421446384029;4.96882793017456;576.3840399002491;0;54.657107231920165;14.90648379052368;0;0;596.2593516209472;596.2593516209472;0;0;183.84663341645876;407.4438902743139;99.37655860349118;0;0;14.90648379052368;114.28304239401484;84.47007481296751;268.3167082294262;208.69077306733152;0;690.6670822942635;1594;3
