;Unnamed: 0;COMMUNE;MEN_REL;WOMEN_REL;ILTUU_1_REL;ILTUU_2_REL;ILTUU_3_REL;ILTUU_4_REL;ILTUU_5_REL;ILTUU_Z_REL;TRANS_1_REL;TRANS_2_REL;TRANS_3_REL;TRANS_4_REL;TRANS_5_REL;TRANS_6_REL;TRANS_Z_REL;VOIT_0_REL;VOIT_1_REL;VOIT_2_REL;VOIT_3_REL;VOIT_X_REL;VOIT_Z_REL;NA5_AZ_REL;NA5_BE_REL;NA5_FZ_REL;NA5_GU_REL;NA5_OQ_REL;NA5_ZZ_REL;POIDS_VILLE;NB_HABITANTS;INDICE_DENSITE
35;35;15134;154.2931327217165;149.4321655775872;209.32443226790653;94.40086603139714;0.0;0.0;0.0;0;34.998316729634894;49.89147771334015;0.0;4.99965341746964;208.8712985695961;208.8712985695961;0;10.07000629788038;110.13451866000582;173.6613798176656;9.85939352375192;0;0.0;24.85835377616084;9.9293501793456;49.61287465615749;89.64570164085981;129.67901804677996;0;303.7252982993037;814.0;3.0
36;36;15135;30.789473684210524;25.657894736842103;5.13157894736842;51.3157894736842;0.0;0.0;0.0;0;5.13157894736842;0.0;0.0;0.0;51.3157894736842;51.3157894736842;0;0.0;41.05263157894736;5.13157894736842;10.26315789473684;0;0.0;5.13157894736842;10.26315789473684;10.26315789473684;10.26315789473684;20.52631578947368;0;56.44736842105263;117.0;4.0
37;37;15137;64.71994977244636;44.593510962570384;49.55370523431164;59.759755500705104;0.0;0.0;0.0;0;4.96658367516622;19.87612474661636;5.09497617512377;0.0;74.40919246294418;74.40919246294418;0;0.0;50.45262001595093;39.739140337985255;19.12170038108054;0;0.0;24.72070532525001;15.15985513470974;9.80801031870264;34.40355861232285;25.221331344031498;0;109.31346073501676;272.0;4.0
38;38;15138;329.2330980378364;367.4289166750546;388.2791833358926;308.38283137699835;0.0;0.0;0.0;0;54.63775682181526;103.90679959193486;0.0;4.96330554110369;523.15042474489;523.15042474489;0;25.20211236021745;273.243643234726;315.8090142879779;72.4072448299696;0;10.00000000000008;14.35887073816985;44.44546021907364;24.13711118328197;333.58239558965954;280.13817698270606;0;696.662014712891;1855.0;3.0
39;39;15139;20.58823529411764;10.29411764705882;15.441176470588232;15.441176470588232;0.0;0.0;0.0;0;5.14705882352941;0.0;0.0;0.0;25.73529411764705;25.73529411764705;0;0.0;15.441176470588232;5.14705882352941;10.29411764705882;0;0.0;5.14705882352941;10.29411764705882;0.0;10.29411764705882;5.14705882352941;0;30.882352941176464;70.0;4.0
40;40;15140;470.0;420.0;115.0;775.0;0.0;0.0;0.0;0;15.0;35.0;0.0;0.0;835.0;835.0;0;5.0;215.0;530.0;140.0;0;0.0;25.0;135.0;75.0;295.0;360.0;0;890.0;2052.0;3.0
41;41;15141;392.47639695901466;369.28825847911423;369.3824576446812;392.3821977934477;0.0;0.0;0.0;0;89.68719066841251;60.631268131288;0.0;0.0;591.3911673673691;591.3911673673691;0;9.944521050992709;267.0577972834691;367.2574821987648;117.5048549049024;0;0.0;149.03630302504948;124.9930400657042;40.15284851902974;238.5856288913761;208.99683493696944;0;761.7646554381289;1811.0;4.0
42;42;15142;428.0067207111959;323.2075239240472;303.6571381959856;447.5571064392576;0.0;0.0;0.0;0;94.40836876919444;79.65657712818486;0.0;5.0;567.1492987378638;567.1492987378638;0;14.91885575087234;154.20591962836886;472.6177588851066;109.47171037089537;0;0.0;149.16575898579856;99.3897431577806;64.73585518544768;179.14526718251986;258.77762012369635;0;751.2142446352432;1744.0;4.0
43;43;15143;20.0;30.0;10.0;40.0;0.0;0.0;0.0;0;5.0;0.0;0.0;0.0;45.0;45.0;0;0.0;15.0;35.0;0.0;0;0.0;5.0;5.0;0.0;35.0;5.0;0;50.0;103.0;4.0
44;44;15144;60.0;65.0;35.0;90.0;0.0;0.0;0.0;0;20.0;0.0;0.0;0.0;105.0;105.0;0;0.0;15.0;85.0;25.0;0;0.0;35.0;5.0;0.0;45.0;40.0;0;125.0;334.0;3.0
46;46;15147;81.75794186912323;86.56723256730695;33.66503488728604;134.66013954914416;0.0;0.0;0.0;0;14.42787209455116;4.80929069818372;0.0;0.0;149.08801164369535;149.08801164369535;0;0.0;28.85574418910232;120.232267454593;19.23716279273488;0;0.0;19.23716279273488;24.0464534909186;4.80929069818372;67.33006977457205;52.902197680020905;0;168.3251744364302;444.0;4.0
